u,v
15223,60926
554,13496
18956,50972
32905,54915
56486,56685
39583,53439
21978,49794
27133,57392
18125,46814
7523,31462
5477,65197
26712,29437
13333,34926
33512,67001
50597,51191
12096,22107
48251,67790
37934,52123
33543,37662
28950,45920
32662,36679
14642,31944
4535,65946
24408,38823
3465,51464
36033,53825
8471,33919
41940,56084
50271,53324
2891,49299
24313,36383
7566,38628
19365,36578
1785,61069
18671,59391
40655,63355
43686,43974
41074,52237
53501,64865
1176,38957
11557,48973
1003,11660
36767,59789
5066,55165
7470,27064
45385,57738
5029,60926
7463,18384
5303,13960
42773,52061
36800,59653
14767,61796
13095,66288
45024,57444
41302,61475
46402,48624
3682,10573
23000,29808
23935,40221
35236,55924
3826,30744
18956,67577
17913,66598
39861,65727
15961,61608
28971,45526
3306,33617
14726,42162
48212,48724
11660,26997
14642,44262
22938,23543
12298,33319
18413,67652
42804,51076
20409,32440
22504,32461
2794,47901
54424,54785
23106,51464
8672,8979
44990,48908
24748,54818
46666,58063
26196,31145
23743,38926
61987,64493
10115,63120
16619,36578
9494,20859
17300,51784
48973,51160
34742,54099
49805,52820
6448,51147
15792,18168
16164,58830
9617,29319
38038,54790
7255,62824
8301,16733
6397,14906
9300,41238
63303,66017
4132,46869
7930,48984
22609,52860
32439,43242
11660,21247
10054,56685
30073,55835
34735,48973
4503,48192
20793,54241
15408,31731
50714,56321
18036,29047
4387,68651
54321,54619
32205,35250
13133,22552
16610,28179
13496,38614
3832,8127
1003,38964
14017,37165
33543,64971
23778,25773
26847,61591
19388,56867
20901,40894
20409,62636
7590,36679
12530,53320
43974,51374
13717,24986
23013,61338
3470,53942
49304,54845
46464,61509
1441,19342
6287,50213
16757,59682
25931,60216
32715,45884
38682,64950
25091,33650
10287,39381
8339,62045
34742,47116
45963,62044
6448,48604
8722,9078
702,11660
4999,68737
8307,61292
28159,37233
43076,67493
37799,51109
2784,3029
8638,31028
18433,25092
5065,14017
4550,38203
36914,50674
36255,56194
2433,57246
457,39803
11008,61742
15005,29106
22430,22847
12530,35665
21286,42274
40949,45983
25717,60869
7924,41167
25239,54652
19299,51157
5338,28138
51030,64033
11141,44765
23687,65091
19811,21301
14456,57605
3465,20519
5187,33847
42869,65424
9172,37626
23701,51382
20152,34855
5263,63113
28406,62302
50514,65553
477,1078
30503,32660
9746,34932
38164,44997
16853,62871
20599,42581
955,48299
48604,48823
1132,13943
23860,33512
39264,49254
893,1657
12993,38891
22862,47775
16619,60324
9533,24603
3788,50073
16521,25569
61289,64421
27674,52506
20532,57738
3249,49031
29256,41188
15334,19665
49962,62086
68207,68267
2416,64426
7367,57050
477,29044
11986,55667
27698,39925
22990,66585
32731,33105
29291,53238
11913,63156
1737,19447
3826,11090
3630,9560
47390,62227
13942,23688
12986,58650
28406,53159
15631,44860
45319,52116
31452,51405
9110,23132
24394,39984
10318,10830
39534,61777
12290,19318
1021,9030
32800,32838
46598,50568
3093,39320
7522,35280
46140,58826
58069,61078
46660,65031
2124,62302
6948,39146
1724,10737
38316,41541
8366,37538
49096,65013
41468,52889
27246,35424
13142,23236
6543,16278
14823,22107
45230,66135
44567,62285
36581,56712
10515,43889
28847,40663
37332,55259
28140,42290
22916,23794
5029,45181
32803,44572
20793,63396
52690,58685
5964,26655
9513,39773
6302,64031
20163,56765
14477,32171
29106,49563
25343,66247
21518,49165
8329,33512
48073,50182
40041,41979
5544,17793
197,43739
26311,55129
9757,66778
46064,60102
21589,56775
25515,38438
554,18533
26422,26673
30783,56059
5063,34596
27499,42506
31950,52185
12227,22559
16233,40938
49076,57635
10431,38500
13245,20801
46850,60103
22552,62015
19734,39773
414,14768
14774,57612
3142,16521
19081,50935
8502,38025
43948,47374
2416,11850
13365,52976
52419,59861
39088,58454
22552,25669
55119,55158
26021,30160
2670,4770
38316,38484
26756,49216
25291,60141
37343,56581
20211,37944
25314,30946
22838,31612
31702,50690
23825,48098
45460,67623
24127,49480
41588,56623
20458,43361
53444,57273
27331,67091
49449,64616
16279,61796
16424,50673
29546,45543
53506,57626
10067,67998
6977,44805
24059,60797
39381,52659
22430,23788
14239,62749
31986,48032
1638,16233
377,1163
1176,36939
36775,61580
9821,44599
6948,34364
10654,36522
19740,49295
35059,45385
25502,60295
1099,51962
40435,42819
16695,22165
27896,38656
31921,50029
21049,58410
7907,8398
11953,55787
7648,66827
12019,28534
15663,32304
35136,61184
49069,60403
10542,26784
36383,67052
5999,38615
15295,42466
22502,36103
47429,52055
30495,67851
43226,53540
40435,47542
40154,61977
8465,18165
41270,55133
10667,15100
10901,67652
42323,43136
44454,66848
2799,37003
3890,45339
19045,21895
6436,54519
11759,38203
14726,19365
55119,57942
19904,65363
14176,24608
32905,59789
64332,66761
5764,21301
5187,31612
39723,63322
29129,30367
36456,52986
14976,26122
13527,49069
25750,62302
10772,20211
8397,47429
34665,46377
33894,44753
35736,49563
24544,27941
2518,50738
1021,57492
2285,56184
296,34147
8426,49313
5461,11237
32439,49480
5799,21952
19974,46443
21182,29300
51659,66349
54785,59077
2729,64594
22502,28651
37626,38682
52964,58301
48973,51348
51245,64020
8495,11097
13728,60869
35761,53601
41804,44262
40041,42029
1035,24603
8404,51659
25789,66598
20494,64607
61262,61615
12561,66019
43226,66017
10569,50689
805,61977
6254,40435
26929,30461
20449,57269
24719,37658
29874,34820
31502,48898
3188,34189
18601,30643
10486,19133
59819,61147
1052,34222
9451,9675
21518,49971
10017,57377
5581,7417
12499,45031
5997,12949
2342,2372
888,15506
27499,33949
9010,61392
56602,61742
33650,41458
31807,36884
47677,57878
25750,43356
4825,55160
29859,50913
42162,68323
2194,52169
10430,43948
27774,38422
13717,57433
7648,36071
25197,37152
40081,48089
13389,23485
26650,65387
16857,34205
554,56559
7754,51761
41032,61236
6836,68735
4965,30493
26155,48604
8911,45496
15640,62375
24711,51294
17894,44434
39378,68112
8970,47967
1021,64383
34926,35910
42814,64391
3922,57209
5905,15755
62972,64064
39085,51294
4070,55787
37195,54261
9558,65798
13648,63113
27355,44534
46139,57392
6738,61830
36103,64950
2101,50056
10256,10655
35178,62604
14235,25448
16685,31503
7346,58316
1539,61147
7974,14642
16679,31668
25289,49875
575,53410
3203,7295
20030,49069
49190,57878
40410,40536
21380,57584
36612,64020
19660,28292
12377,39773
24748,52860
35376,37185
34989,38614
6181,36324
30291,65086
16805,35280
55806,55819
39439,47490
25239,34276
58887,67453
5029,27312
7859,17499
24711,26398
50943,65805
8031,27926
17043,18017
14324,21963
17554,61918
8854,40140
3315,24395
25092,49074
22895,49939
37571,52700
1202,37835
11660,61648
25329,40434
4682,52301
13872,41074
19734,21153
10598,65091
15078,52924
5778,54218
42038,42072
27158,54179
13659,59391
22285,63009
14498,41028
11078,23825
14906,45526
14176,34891
62749,68116
9356,56343
32562,37500
3127,66898
3423,58301
48022,49794
32833,53450
36860,66820
34463,56256
23116,26190
9681,31881
11953,28090
27587,32067
55322,65305
1767,16495
47445,53495
11458,45924
22552,57738
2934,41043
58198,66820
895,50637
51044,52967
25481,68111
11969,27744
40017,63697
30478,51028
46064,67092
18956,32697
43169,61262
9081,63613
11742,22968
9356,65788
24059,61475
4080,21164
38682,46950
3423,26860
27174,66154
24604,64921
33090,40625
10431,32833
25092,47542
26913,47357
9064,17108
46876,53316
33726,60251
27799,29373
42029,45556
44977,65711
1441,54691
12818,16733
29184,59400
7379,12411
6671,49908
28083,41007
1337,25675
31296,67362
36998,45385
24960,43013
20820,65168
15439,41413
2882,40329
23316,29928
30744,51438
39460,64352
5833,49149
14476,56999
8722,27034
21952,62508
34475,58926
643,26771
50270,51185
3175,66349
20994,40517
10717,48031
59870,62302
10172,20045
48120,64950
6435,64600
18384,37616
19615,24295
28152,67713
25919,32288
15295,59519
9570,59260
6266,57794
2964,63697
23319,28779
30313,39523
764,20160
68112,68251
14239,68116
51984,67453
39688,63113
3050,41832
26545,53516
6515,45402
41518,66662
32324,33715
10863,31760
29599,58424
51783,58006
29599,63423
10717,20943
1539,44721
23116,23794
5968,25992
1937,4776
47433,62375
14945,62494
14103,59085
44325,66882
11403,33029
2342,26510
18634,49333
55497,59834
21209,54652
6435,52913
32420,45018
63171,67524
28737,63009
37720,59789
48413,58030
7049,35336
33204,38894
15631,20163
37108,43273
28042,54691
10717,32595
4983,36103
2375,18384
6495,31240
2754,8970
24117,64813
12215,32271
23954,53715
12193,68179
41379,61178
6948,36594
42067,44831
16320,33036
27347,44997
31202,31398
8660,23955
15312,25239
8275,61879
8339,68457
8982,62769
34605,39791
36010,36540
17755,64720
51482,57820
11090,40517
41180,50079
4690,46551
5583,19469
440,66173
26042,45107
39551,67760
15304,67619
10287,52659
27266,53026
1620,15961
12015,24086
1931,60123
44736,62790
14767,28240
25982,50183
2117,29061
43257,60069
33090,36019
19712,63504
12697,61556
32833,38500
33617,50620
26650,57371
30766,68204
1268,18198
34649,62099
25397,37972
8698,39199
54275,64213
10677,46630
23700,62597
645,46186
13648,49929
18778,50789
10579,45226
19615,48570
42819,46344
4920,57165
9323,33048
34463,37286
22589,31037
46534,47814
37259,53132
38847,61069
44427,46160
35863,52622
18339,52204
1078,2270
12654,44883
2123,25982
1847,39040
30291,53777
18980,21954
47433,62275
33200,55835
58231,58622
62046,64033
28086,37077
41940,61416
22107,32461
28712,43889
13256,37082
26530,35480
1481,2512
46237,67101
4866,39053
924,58965
52463,59220
41339,58286
16278,38500
35480,45079
36071,47146
49334,58493
8875,23064
34605,68125
34477,34871
8127,46903
20935,38614
31503,67872
6254,32833
4632,30448
13707,65230
3481,61661
12654,24086
9757,34402
45632,64702
55707,68111
183,29044
4983,6977
26478,58316
28697,37025
29437,33512
11953,52714
40803,45556
13357,38957
15604,28633
23236,67873
50360,53520
11490,36472
23203,61839
10548,37871
6055,55443
34503,64298
43259,67508
26650,68400
13052,33200
1931,14176
32067,48973
32911,51070
22172,41028
39300,54252
36223,41196
16560,67383
4660,17543
6578,21385
47200,51984
14847,54589
20815,52529
54987,63240
36772,66474
34926,48570
66475,68008
742,40345
19447,36911
27602,49016
29335,65168
45319,58546
11406,21178
34071,57174
9533,66755
61292,68368
22110,50655
46344,49958
37332,48851
29635,56008
53406,65208
1227,3826
58650,65193
8391,11749
2038,12799
29715,33617
14546,16925
11050,54652
16671,56602
63504,67887
37959,45487
15011,32109
15032,64950
16733,40894
22916,23778
12334,57433
31301,32264
26581,41238
40894,52184
1627,41028
43136,61232
20484,51028
45181,56910
43776,51791
1227,25982
43435,64658
25019,37953
5471,36718
13728,34931
8970,58119
15618,39085
9105,16570
7133,24888
2799,31702
10067,57651
23825,51840
859,26544
777,51028
23643,65359
11180,53825
26609,53064
35178,56424
3928,8484
47200,61357
13153,57052
55970,68251
49726,53192
7108,7449
17940,43356
27046,29319
67001,67091
29292,65338
27260,64988
7820,62370
22301,53995
37944,61999
17885,32082
24120,41188
10180,57132
55735,63322
43718,68432
13937,49541
38705,41896
6055,18433
8586,60295
28320,63113
43548,52750
38253,60134
48570,66466
49254,68457
49460,55387
1590,20130
1025,33715
4536,20471
356,22716
13265,39073
643,42067
46660,47339
32719,61292
50270,54042
40435,53450
29437,41378
25764,62672
4404,67311
29044,37238
3465,33029
33029,37932
11690,21130
26756,33060
14280,21998
27587,34740
10737,61879
42995,58449
42162,51825
10969,60268
24697,61742
29509,33721
65168,67872
19003,19893
11237,50306
30478,37152
32773,60453
22209,44674
8077,38891
40153,56035
3753,63462
23706,53825
31881,66349
15874,21601
26363,41687
9686,36033
35300,51464
3088,61381
30068,65128
25709,38052
9390,11180
22845,31377
9570,58280
31907,60720
18956,59870
28849,37238
8575,46933
24504,34441
97,64908
10960,33253
9081,47200
30744,34236
35424,61977
38092,39021
28439,67173
55625,61212
10431,47542
440,52622
21518,51901
36278,40359
1613,48570
22110,64069
30770,53132
35135,62015
38122,52333
26756,41979
25603,54241
6041,24333
7741,43731
2172,30077
25449,63613
7593,44262
43589,48736
20715,26609
19388,28950
14975,29862
10170,21044
26756,65516
9451,66689
17289,25239
19893,52038
18424,63618
62306,66612
32864,34241
43182,62049
273,24959
8979,32661
17066,36071
5138,45844
777,67377
19436,41302
19275,42473
15464,61147
4241,62741
23420,67652
9356,22552
8109,51659
15334,21073
44594,67080
20039,59084
6326,12081
27139,58769
35060,58969
17940,60145
46728,52960
34298,57673
11442,61942
21858,48327
1283,16427
10668,30462
28262,53238
31669,59809
25385,58599
165,59835
15005,17370
36278,49295
60758,68734
47861,60481
2461,22115
22471,59372
40675,49304
19105,30465
24263,50231
27073,64225
16926,60926
5581,9500
22173,57097
44676,64142
9026,61147
7336,64386
1590,38787
6561,6859
11729,14232
3520,52901
3757,31051
41896,48387
1673,11264
6439,63009
2790,28497
23733,45319
55610,56305
12818,40517
36383,66513
352,48915
36193,36322
39964,58797
6366,60776
5660,8661
19660,51464
60095,68385
10486,50213
32595,64891
31810,33430
23543,29953
34948,36939
9281,48868
12368,16869
52458,59858
35336,54786
24875,45319
4690,11187
43345,65486
16278,53450
18956,66995
35835,38074
24313,52458
17066,40625
6975,66820
1147,50656
27046,65259
32081,52628
47357,48724
21209,61232
4241,32135
61351,61835
9171,13842
10072,48881
26665,57878
3150,51661
59077,66135
21691,23543
21813,37799
40560,47967
32749,34989
21895,28837
51303,52207
10677,39696
4305,42856
18248,39021
10337,48973
46338,56704
37666,63818
17544,57165
33262,50515
34477,68179
45844,58588
26122,57920
3465,31612
31807,46402
16031,65517
44262,46894
60580,63242
25335,41379
33949,40360
27849,30744
19169,37716
13150,55511
11996,26574
48898,54241
20056,48004
15020,52948
58247,67149
2945,25844
25982,44947
11078,40435
29808,55181
440,14429
46513,63966
2016,43550
20211,23420
4983,14906
44883,50416
11084,34871
21044,51336
18786,50149
22482,55787
55811,65013
21776,33978
25428,53075
12818,54785
67453,67619
12457,50084
9494,67652
20211,28240
55119,58301
2317,4087
27154,62045
18119,45942
21562,35725
33935,41098
19699,55511
13648,34891
7648,55802
5806,49149
4389,56583
2168,11850
56559,59471
29595,57392
43481,49667
2110,5597
17969,43348
28549,67080
28045,31880
43541,52419
666,38614
67284,68208
12530,49332
54178,57054
34463,65013
34820,62976
61582,67623
3373,28138
23013,27723
25264,57281
16687,68368
30982,41588
3378,4247
39125,56800
18634,62871
35236,63171
769,38436
3572,7396
747,22239
41973,44555
14035,21834
8016,21723
23297,44721
58133,60665
31377,62428
9904,30254
6647,8465
53441,65621
43768,45898
19091,60948
11913,25019
33755,61129
1594,26311
40419,63901
8265,65707
14295,67569
27587,59077
13221,46824
47175,49033
30744,31452
10969,17793
45546,53601
9154,33036
15197,26913
16975,37442
38315,39469
40041,49216
19268,33179
6435,15503
440,65621
9154,59343
35480,53481
31271,43182
2600,59136
15334,41172
3046,17543
40345,51411
42886,48758
31502,53925
14427,54561
42595,43361
16775,53930
9706,54789
23420,56948
18462,45562
35107,37520
10901,50843
39791,68125
26596,41302
3423,25451
37851,61611
21996,35725
31890,44359
24711,40435
27127,62889
59303,64928
4896,52320
19921,42856
47116,68745
13052,14823
23970,46139
18977,40559
16500,48773
37647,63613
6948,50786
29595,44370
11087,37653
26395,41840
27587,36010
6251,14653
6596,36632
2328,50481
52458,60041
11756,56233
11513,42396
7257,14783
11180,51962
8722,17075
35707,49254
21164,55231
7974,43686
60030,62725
15106,52517
27723,48427
16225,23420
27046,47588
13943,40351
1227,35067
3781,29237
7576,34151
20394,28179
29546,64787
16610,54785
15756,53689
33543,67247
21144,49295
45010,52946
52193,58162
739,3624
19003,20409
35606,63584
50231,54375
61742,62418
43889,50597
22462,55684
2698,36860
30796,41932
46486,48299
20810,40578
4621,61069
3930,20092
49165,54465
5451,64577
32368,37932
47861,54369
28966,48076
11212,45983
8854,16619
7379,34596
8397,34513
11212,40346
44359,56709
32544,37482
11742,26629
38614,64452
28421,40289
4436,47509
5029,14726
6210,53086
11986,49726
12478,64081
42770,47896
30643,62227
46598,48120
23000,62285
955,15604
34596,47049
34570,63912
29106,65322
23282,24558
11660,57504
9521,23818
30371,43257
4104,42775
34267,51719
10346,12445
6392,43484
65832,68054
3969,45942
10908,49299
643,41588
13664,18956
5492,40594
16349,60645
10677,57365
4394,51332
515,1552
7914,15664
37959,42814
28651,53444
23743,28737
2964,29935
6533,51857
12310,50957
7909,13278
17948,46478
15618,38500
8871,23106
26860,27135
9675,36729
34071,63113
28971,57273
22270,48104
29335,31503
37417,47566
30579,43822
29941,53159
12654,52628
37417,40949
48570,51268
34001,48387
46575,56780
40438,65517
42814,47317
4142,64386
3175,18297
33650,56663
22632,36884
14783,51299
25318,40187
18844,34677
17911,32288
1592,62452
6717,21130
18634,40560
48192,48773
8025,66495
9167,19469
23451,27122
14402,23297
37155,42281
54012,60940
23717,38785
28950,51382
43974,64167
27133,46139
3423,53192
51860,63697
14500,41485
53926,65486
12457,47200
28090,49658
1292,65857
19318,28111
2044,23798
33182,59553
47509,54576
56177,68432
7704,23701
59216,62306
40699,56120
6977,14906
6543,15618
45666,50656
8146,58788
34546,64891
25465,41205
30291,34441
54259,61104
2869,56059
8923,17543
10717,34519
30493,47490
26427,31613
2044,29334
457,30291
7974,43076
4158,48262
7909,58972
31969,33939
16827,56244
2678,64835
25385,39086
31733,49642
25655,65711
45736,49668
414,66349
46160,66932
10656,35132
2254,4783
45898,67493
43733,60024
7172,43686
25408,56021
3313,62558
27092,43259
7806,47293
47544,68057
7859,36783
28439,65114
5063,24259
4194,48031
6780,58149
19470,46344
8391,63240
15168,29181
54080,61415
65227,65597
38434,41816
14176,43543
47229,64383
23801,65193
680,12218
36800,42814
56725,63535
45771,51099
44934,53159
9026,15464
26665,64100
97,16427
18908,32814
23064,47238
12799,46973
14456,19111
16570,49069
29778,65517
41392,50937
27122,35606
38958,43169
17842,64658
47869,59077
23121,24304
17913,25789
16355,26563
12697,56473
62439,68161
19811,47714
38419,59238
13752,17668
46443,51233
1027,3965
9010,17793
21518,65627
